"","aab1-Primary solid Tumor","aab4-Primary solid Tumor","aab6-Primary solid Tumor","aab8-Primary solid Tumor","aab9-Primary solid Tumor","aaba-Primary solid Tumor","aabe-Primary solid Tumor","aabf-Primary solid Tumor","aabh-Primary solid Tumor","aabi-Primary solid Tumor","aabk-Primary solid Tumor","aabo-Primary solid Tumor","aabp-Primary solid Tumor","aabr-Primary solid Tumor","aabt-Primary solid Tumor","aabu-Primary solid Tumor","aabv-Primary solid Tumor","aaqa-Primary solid Tumor","aaqe-Primary solid Tumor","aaqi-Primary solid Tumor","aaqj-Primary solid Tumor","aaql-Primary solid Tumor","aaqm-Primary solid Tumor","a9i5-Primary solid Tumor","a9i7-Primary solid Tumor","a9i9-Primary solid Tumor","a9ib-Primary solid Tumor","a9ic-Primary solid Tumor","a9ih-Primary solid Tumor","a9ij-Primary solid Tumor","a9il-Primary solid Tumor","a9in-Primary solid Tumor","a9io-Primary solid Tumor","a9ir-Primary solid Tumor","a9is-Primary solid Tumor","a9iu-Primary solid Tumor","a9iv-Primary solid Tumor","a9ix-Primary solid Tumor","a9iz-Primary solid Tumor","a9j0-Primary solid Tumor","aaay-Primary solid Tumor","aaaz-Primary solid Tumor","6879-Primary solid Tumor","6880-Primary solid Tumor","7273-Primary solid Tumor","7276-Primary solid Tumor","a44g-Primary solid Tumor","a44h-Primary solid Tumor","a7tx-Primary solid Tumor","a8yn-Primary solid Tumor","a4p5-Primary solid Tumor","a4p6-Primary solid Tumor","a545-Primary solid Tumor","a5vm-Primary solid Tumor","a78t-Primary solid Tumor","a7dr-Primary solid Tumor","aapp-Primary solid Tumor","aapq-Primary solid Tumor","aaps-Primary solid Tumor","aapu-Primary solid Tumor","aapy-Primary solid Tumor","aapz-Primary solid Tumor","aaq0-Primary solid Tumor","aaq1-Primary solid Tumor","aaq2-Primary solid Tumor","aaq3-Primary solid Tumor","aaq6-Primary solid Tumor","8124-Solid Tissue Normal","8124-Primary solid Tumor","a45n-Solid Tissue Normal","a45n-Primary solid Tumor","a6c1-Primary solid Tumor","a5a3-Solid Tissue Normal","a5a3-Primary solid Tumor","a5a4-Primary solid Tumor","a5a5-Primary solid Tumor","a5a6-Primary solid Tumor","a7ol-Primary solid Tumor","a7op-Primary solid Tumor","aa8v-Primary solid Tumor","aa8x-Primary solid Tumor","7289-Primary solid Tumor","7918-Primary solid Tumor","7919-Primary solid Tumor","7920-Primary solid Tumor","7922-Primary solid Tumor","7923-Primary solid Tumor","7924-Primary solid Tumor","7925-Primary solid Tumor","7926-Primary solid Tumor","8001-Primary solid Tumor","8002-Primary solid Tumor","8003-Primary solid Tumor","8005-Primary solid Tumor","8315-Primary solid Tumor","8317-Primary solid Tumor","8519-Primary solid Tumor","8636-Primary solid Tumor","8637-Primary solid Tumor","8638-Primary solid Tumor","a49g-Primary solid Tumor","a49h-Primary solid Tumor","a49i-Primary solid Tumor","a4bh-Primary solid Tumor","a4bk-Primary solid Tumor","a77o-Primary solid Tumor","a77p-Primary solid Tumor","a77q-Primary solid Tumor","a8p0-Primary solid Tumor","a8p1-Primary solid Tumor","a9tj-Metastatic","a9tj-Primary solid Tumor","7644-Primary solid Tumor","7645-Primary solid Tumor","7646-Primary solid Tumor","7647-Primary solid Tumor","7649-Primary solid Tumor","7651-Primary solid Tumor","7652-Primary solid Tumor","7654-Primary solid Tumor","7885-Primary solid Tumor","7886-Primary solid Tumor","7887-Primary solid Tumor","7888-Primary solid Tumor","7889-Primary solid Tumor","7890-Primary solid Tumor","7891-Primary solid Tumor","7893-Primary solid Tumor","7897-Primary solid Tumor","8126-Primary solid Tumor","8127-Primary solid Tumor","a5so-Primary solid Tumor","a5sp-Primary solid Tumor","a5sq-Primary solid Tumor","a5ss-Primary solid Tumor","a5st-Primary solid Tumor","a6uf-Primary solid Tumor","a6ug-Primary solid Tumor","a7lx-Primary solid Tumor","a7m4-Primary solid Tumor","aaum-Primary solid Tumor","aaun-Primary solid Tumor","aauo-Primary solid Tumor","aaup-Primary solid Tumor","aauq-Primary solid Tumor","aaur-Primary solid Tumor","aaus-Primary solid Tumor","aaut-Primary solid Tumor","aauu-Primary solid Tumor","aauv-Primary solid Tumor","aauw-Primary solid Tumor","a7w4-Primary solid Tumor","a7sx-Primary solid Tumor","a8f3-Primary solid Tumor","a9q5-Primary solid Tumor","a5n4-Primary solid Tumor","a75w-Primary solid Tumor","a5re-Primary solid Tumor","a5qy-Primary solid Tumor","aa2a-Primary solid Tumor","a7b8-Primary solid Tumor","aa9m-Primary solid Tumor","aaas-Primary solid Tumor","a8rm-Primary solid Tumor","a8ro-Primary solid Tumor","a8rp-Primary solid Tumor","a774-Primary solid Tumor","a776-Primary solid Tumor","a779-Primary solid Tumor","a77e-Primary solid Tumor","a77g-Primary solid Tumor","a77j-Primary solid Tumor","aaug-Primary solid Tumor","aauh-Primary solid Tumor","aaui-Primary solid Tumor","aaul-Primary solid Tumor","a8t3-Primary solid Tumor","a8t5-Primary solid Tumor","a89d-Solid Tissue Normal","a89d-Primary solid Tumor","a8sy-Primary solid Tumor","a8lh-Primary solid Tumor","aapl-Primary solid Tumor"
"Tumors",0.425929958372942,0.670183879879273,0.709852836167667,0.57390870865214,-0.547557939592138,-0.645413552290494,0.148480912454813,0.740417719966538,-0.357680580568991,-0.473359746991418,-0.00131520901373439,-0.181052008012494,0.126749555950238,0.193804914202269,-0.363578475161867,-0.309819363197149,-0.224565451048729,-0.259466034019594,0.642197177800386,0.340360653962516,-0.106636778159631,0.107025157381805,-0.480107000777681,-0.482707655855202,0.194510462146707,-0.403992587532695,0.372929593996051,-0.221731371623878,0.35018538806695,-0.56816958143439,-0.60500765013435,-0.594857375197438,-0.726546569595302,-0.657657207498488,-0.697612499600415,0.198229067199422,-0.638020019643969,-0.441533534732712,-0.215133760975171,-0.568221330459488,0.700420717454647,-0.750442205456569,0.646834098475249,-0.732290466184886,0.0849089209069301,-0.382313189380356,0.0538944129130219,-0.505257337908225,0.63557378804904,-0.407752857945226,0.674765919430387,0.222112548929112,-0.608114165632204,0.51355112278214,-0.0407637830757997,0.649114883738055,-0.599788943251667,-0.277829775665614,0.468483813583062,-0.486898724680676,0.620377875722971,-0.433208594862879,0.37364052563024,0.0296269982237805,-0.51323172011287,0.6307078453187,-0.00277183528928848,-0.0211497870322555,-0.698387520347719,0.51124583474009,-0.124323460055597,0.298037298837388,0.103371314945733,0.0827604329454209,0.709520470359312,0.509971035385203,0.337486903725237,0.727421378685691,-0.0786469238125542,0.188833695002076,0.615183062332764,-0.24444916931936,0.253436492719009,0.421866211116484,-0.541722484336794,-0.335709209976174,-0.223764030006096,-0.591851544371937,0.468648439217299,-0.352524638869476,0.222252201998648,-0.450892122054339,0.293687258137369,0.288233384308504,0.384616365171433,-0.540043452467624,-0.525265540365019,-0.549512397597859,0.623225276041003,-0.159608041335271,0.49195518350705,0.194152947674303,0.704892843456319,0.762508435114935,0.558115518119501,-0.095361398732749,-0.448615714888186,0.712357486608112,-0.62201607945849,-0.488758118197547,-0.599580685429124,-0.316364500139413,-0.100106571936097,-0.148933897495226,0.583085215750949,0.0110124333925114,0.239872439134391,0.643068939587852,-0.302516434429537,0.271054139011825,-0.251315392499124,0.556597676160453,-0.410405656750881,-0.161569247681054,-0.315984349764297,-0.57087161637248,0.507960788681818,0.130557069799381,-0.107762004173909,-0.13280874831481,0.709174721812083,0.67400239408497,0.365567836420477,-0.467218062246356,0.499775638566066,0.243176418192031,0.00828461074394757,-0.561321737747017,-0.301383889429231,0.505582769283239,-0.698048489813197,0.226237101317496,0.803521617898687,0.0650786397954432,0.709113649004843,-0.285454559862886,0.685753232054287,0.253434114045183,0.610374715471638,-0.491748092617967,-0.139058253236542,-0.304655082601978,-0.0449577023813529,0.064511545293044,-0.348993431770013,0.687151913076211,0.599001759701122,0.708210126897792,0.246088402266651,0.0544618640777555,0.0238876356866254,-0.748268236124545,0.223583605447802,-0.51950742750932,0.224166069299055,-0.382181760268775,0.425734297312712,-0.459760221173552,-0.281419938401018,0.532272436783489,0.100249893132653,-0.362690583066206,-0.594250254424859,-0.636328467378042,-0.550151521976449,0.158734193694648,-0.33988783739619,-0.149078030855802,0.197943561816956,0.426998817605503,0.545863033808302,0.605049788416105,0.539329215791291
